100085346	01
100094191	11
100010943	10
100020155	09
100020487	15
100011494	08
100011497	05
100007395	21
100007394	19
100007397	00
100007396	17
100024819	17
100007390	03
100007393	02
100007392	17
100016551	23
100011491	11
100007399	03
100007398	11
100016557	02
100010949	22
100003557	06
100003555	11
100003554	01
100003553	10
100003552	07
100003551	03
100003550	03
100023287	09
100021565	03
100003559	06
100003558	06
100027108	20
100020153	02
100090302	06
100020736	22
100027106	11
100073923	11
100027105	02
100007029	05
100007028	17
100007023	10
100007022	05
100007021	09
100007020	06
100007027	05
100007026	05
100007025	07
100082418	04
100067536	01
100003739	18
100003738	17
100035013	19
100067531	13
100067530	10
100003733	01
100003732	13
100119299	04
100003730	03
100003737	02
100003736	13
100003735	23
100003734	15
100079382	09
100041026	13
100041023	03
100023604	19
100015118	08
100070152	02
100015111	14
100015112	13
100020481	12
100103163	06
100032378	01
100021289	21
100045253	19
100016122	02
100085343	19
100021284	16
100081675	17
100023823	19
100080560	14
100023824	23
100099308	22
100061024	12
100028102	19
100028453	15
100028106	08
100028104	10
100059622	03
100029278	01
100022410	06
100110266	13
100016558	18
100077531	21
100081673	20
100047078	14
100009948	01
100011206	15
100029275	02
100093351	20
100093352	09
100009949	15
100005899	00
100005894	00
100005895	12
100005896	13
100005897	00
100005890	16
100005891	04
100005893	03
100000558	21
100000559	17
100041123	14
100000552	17
100000553	19
100000550	18
100000551	10
100000556	13
100000557	21
100000554	18
100061365	14
100009942	16
100059806	12
100068318	03
100009943	03
100061264	20
100061266	03
100009940	19
100069041	00
100069040	21
100009941	15
100001237	02
100038760	13
100008710	03
100008711	04
100008712	17
100008713	15
100008714	03
100008715	11
100008716	01
100008717	03
100008718	21
100008719	04
100019673	17
100016556	04
100019676	13
100078168	03
100105330	22
100010409	09
100010408	10
100020555	04
100010405	21
100010404	11
100010407	16
100010406	02
100010401	19
100010403	13
100010402	09
100006814	23
100006817	11
100006816	01
100006811	02
100006810	00
100006813	19
100018677	17
100012661	23
100012660	19
100006819	02
100006818	21
100102557	19
100012664	02
100069265	13
100097618	19
100012931	18
100069261	19
100001231	19
100069591	20
100032017	16
100011312	19
100011313	08
100011310	11
100011311	13
100011316	07
100011317	20
100011314	21
100011315	09
100014791	06
100000149	06
100000148	11
100048833	18
100014796	12
100000145	18
100000144	16
100000147	03
100000146	17
100000141	12
100000140	16
100000143	04
100000142	05
100060419	20
100023286	19
100025505	19
100078298	06
100025507	07
100025509	14
100078294	14
100078295	11
100078293	14
100078290	16
100078291	03
100030199	06
100097157	01
100061411	14
100092884	20
100083159	12
100095023	16
100030197	18
100001233	03
100080968	09
100080450	20
100103561	01
100062611	21
100067884	03
100067883	16
100067880	22
100104735	15
100061419	19
100018093	01
100020991	01
100018097	19
100033431	03
100104317	08
100097503	15
100097502	15
100060580	03
100104312	07
100037507	03
100009119	04
100008511	02
100097054	02
100097053	04
100103327	04
100042385	19
100103325	03
100096901	12
100103631	17
100096904	13
100036107	01
100096909	17
100061878	08
100007688	01
100096570	07
100007939	02
100033552	18
100033553	15
100077821	19
100102754	00
100013220	13
100013221	13
100026086	04
100013223	13
100004718	09
100004719	15
100013226	08
100001549	06
100004714	14
100004715	16
100004710	19
100004711	00
100001540	01
100004713	10
100007935	10
100076197	22
100007682	01
100088854	02
100009399	20
100009112	13
100007937	15
100007254	21
100007255	09
100007256	18
100007257	01
100007250	06
100007253	09
100007931	10
100007259	22
100016496	21
100014899	13
100003944	03
100003945	03
100003946	04
100003947	00
100003940	19
100003941	19
100003942	21
100003943	05
100013324	02
100007932	01
100003948	23
100003949	19
100016949	06
100029855	20
100027952	13
100103610	09
100011010	01
100015942	08
100015941	19
100011013	07
100015944	15
100061226	03
100011012	14
100013233	00
100011014	15
100045006	00
100040037	12
100040031	13
100093975	12
100097745	16
100103708	09
100023611	03
100023616	18
100075074	05
100023346	18
100017019	12
100009335	10
100028736	03
100079330	17
100009979	15
100009626	12
100006257	01
100009976	14
100006255	06
100006254	00
100006253	15
100006252	14
100009971	11
100006250	20
100002011	19
100002010	11
100002013	20
100002012	02
100002015	10
100002014	19
100002017	23
100002016	19
100002019	08
100002018	16
100005045	19
100005044	13
100005043	20
100005042	18
100005041	19
100005040	20
100060503	05
100069360	19
100060501	09
100060052	22
100009621	01
100069361	09
100109265	19
100060509	21
100009332	10
100000707	22
100000706	12
100000705	01
100000704	05
100000703	18
100000702	23
100000701	14
100000700	21
100028591	08
100064618	11
100000709	00
100000708	05
100118004	15
100012329	05
100017347	13
100090066	21
100118278	19
100111663	12
100082142	10
100009629	12
100077509	22
100019114	19
100003057	00
100019441	02
100003053	00
100013819	11
100097617	23
100079174	03
100013814	15
100013810	15
100072334	01
100001128	14
100006664	23
100096754	12
100006662	03
100006663	15
100006661	12
100012494	03
100020994	19
100012496	00
100027826	01
100012490	07
100089374	23
100018534	18
100089379	03
100094931	03
100014929	10
100042961	10
100042960	12
100004444	20
100020997	16
100029462	16
100059879	10
100018531	00
100021614	07
100073246	03
100029469	14
100004016	11
100025979	00
100073247	02
100018533	00
100019102	19
100046066	14
100025756	14
100019453	23
100025753	07
100014034	00
100061670	14
100042652	18
100004443	22
100032307	23
100014036	00
100074034	20
100019001	15
100074032	21
100105562	21
100074528	10
100029643	00
100030769	03
100014031	16
100011671	07
100011670	07
100008949	03
100008948	22
100011677	01
100011676	10
100008945	01
100008944	21
100008947	21
100008946	07
100008941	20
100008940	15
100008943	17
100008942	17
100068051	02
100068052	06
100068055	16
100068506	00
100079166	13
100018795	19
100018794	23
100041973	00
100070023	02
100018791	11
100012559	18
100097263	05
100018798	13
100061018	04
100097267	20
100007823	02
100007530	03
100007533	00
100007535	05
100007534	03
100007825	20
100007824	17
100007539	22
100007538	00
100007828	00
100038681	22
100011415	01
100011417	01
100011416	15
100011411	00
100011410	10
100011413	04
100011412	00
100046213	07
100011418	00
100031791	03
100044831	14
100078626	10
100010234	19
100010235	00
100010232	18
100010233	04
100010230	04
100010231	06
100018422	02
100010238	21
100010239	19
100104780	16
100097198	18
100022992	15
100022993	00
100097195	08
100022996	03
100074809	19
100097190	04
100080920	16
100008369	19
100008368	22
100119174	16
100104150	17
100008360	05
100008363	02
100009023	20
100008365	02
100008367	00
100008366	18
100082728	15
100104001	07
100105785	15
100105832	00
100027850	16
100087714	03
100044780	01
100063881	20
100063733	10
100015774	05
100027853	09
100015770	04
100015773	05
100022198	21
100032110	20
100032116	19
100032115	17
100089732	19
100002838	09
100043781	02
100072802	15
100010438	19
100002830	01
100000080	06
100000081	17
100000082	03
100000083	15
100000084	20
100000085	23
100000086	04
100000087	05
100000088	00
100000089	21
100105164	22
100102915	23
100062932	20
100062933	03
