10003967	['100103368', '100027424', '100007828']
10003966	['100106887', '100021638', '100106887']
12018	['100004792', '100006243']
10010129	['100012003', '100045857']
52468	['100008149']
64675	['100001071', '100001071', '100001071', '100001918', '100004118', '100007239', '100005361', '100004003', '100008240', '100007239']
64672	['100002031', '100005415', '100002031', '100002031', '100008268', '100005415', '100002031', '100008268', '100002031', '100008240', '100008268', '100008240']
52463	['100004566', '100004566', '100002315', '100002315', '100004456', '100008578', '100006204', '100002315']
6027444	['100060447', '100041492', '100005156', '100001194', '100013828', '100041492', '100013828', '100013828', '100041492', '100005156', '100013828']
2000853	['100018701', '100006262', '100015999', '100012358', '100006219', '100014031', '100012185', '100005175', '100012184', '100000593', '100008507', '100012219', '100012219', '100012219', '100041473', '100012219', '100000593', '100012219', '100005175', '100051104', '100000593', '100000593', '100008253', '100002778', '100006819', '100012732', '100015408', '100012219', '100014339', '100014135', '100016443', '100012219', '100016116', '100005764', '100005175', '100013544', '100005175', '100007386', '100012219', '100012732', '100019319', '100023406', '100016195', '100005175', '100051104', '100012219']
6027440	['100077230', '100041492', '100001194', '100007941', '100041492', '100077230', '100077230', '100077230', '100001194', '100005156', '100041492', '100077230', '100041492']
2006145	['100009450', '100020057']
46793	['100001202', '100005185', '100005781', '100005781']
46797	['100003280', '100005396', '100006277']
49568	['100001714', '100008647', '100001714']
5004862	['100002811', '100005027', '100002811', '100067778', '100007720', '100007720']
49560	['100006204', '100006823', '100008252']
8004293	['100006178', '100006999']
5000346	['100013178', '100013178', '100008265', '100007867', '100010329', '100010624', '100007867', '100008265']
7002387	['100069179', '100000452', '100005415', '100069179', '100005415']
8004117	['100010366', '100024279', '100036437']
5000349	['100017196', '100007828']
8004110	['100024279', '100006999', '100008382']
7006893	['100005361', '100090791']
7006895	['100004534', '100004580', '100004534', '100004534', '100005361', '100000157']
7006894	['100003947', '100008306']
7006897	['100005361', '100018202', '100018202']
5011249	['100068611', '100069519', '100012556', '100016713', '100026947', '100067778', '100004630', '100065341', '100067305', '100015048', '100067686', '100067778', '100067352', '100007832', '100027013', '100061817', '100023898', '100023898', '100008613', '100016713', '100023898', '100004871', '100021565', '100007832', '100016713', '100023898', '100026947', '100023898', '100004630', '100023898', '100026947', '100023898', '100026947', '100067305']
7006898	['100001468', '100025510', '100005361']
45444	['100000457', '100003289', '100003289', '100000457']
45442	['100005396', '100008283', '100008353', '100007053', '100007053', '100007053']
1028328	['100007850', '100001308', '100000062', '100011377']
31676	['100005276', '100002908', '100006495']
1028322	['100008094', '100002876', '100002876', '100011714']
1028327	['100011718', '100011650', '100009607']
1028326	['100001059', '100008518', '100001059']
3000111	['100008518', '100000457', '100010420']
3000115	['100008268', '100008518']
1032487	['100005708', '100011956', '100005708']
1032486	['100011986', '100009971', '100005599', '100011986', '100002980', '100011959', '100009988', '100008518', '100018453', '100010351', '100011303', '100007518', '100011628', '100011046', '100009029', '100008518', '100005816', '100006406', '100010630', '100004230', '100008518', '100011956', '100009971', '100002980', '100009971', '100011628', '100010514', '100005816', '100010630', '100071633', '100009971', '100011960', '100009924', '100008518', '100004861', '100004861', '100011956']
3000118	['100004765', '100004765', '100004765', '100011585', '100012100', '100004765', '100004765', '100004765', '100061256', '100009660', '100004765', '100004765', '100003227', '100004765', '100011585', '100004765', '100011585', '100004765']
3000119	['100007264', '100040295', '100061141', '100060339']
46864	['100003755', '100000180', '100006605', '100008270', '100008270', '100005040', '100008270', '100008283', '100005040', '100005040', '100005040']
58072	['100005396', '100006612', '100005396', '100005632', '100006612', '100006612', '100005632']
7002659	['100005392', '100007828', '100005392', '100005392', '100007828']
1001900	['100009148', '100009483']
1001902	['100009148', '100009148']
6017389	['100000882', '100021801', '100008382', '100012200', '100004575', '100015719', '100076427', '100000882', '100007580', '100006134']
62360	['100000452', '100000452', '100008216', '100000452', '100008251', '100008216', '100008216']
1005626	['100000175', '100010239', '100010805', '100008518']
7006762	['100005138', '100015077', '100061817', '100015077']
3001866	['100030231', '100009660']
1008772	['100027424']
1003507	['100000129']
5005734	['100067778', '100014901', '100014901', '100008948']
1035284	['100001924', '100010630']
1035287	['100012089', '100006221', '100000242', '100006539', '100006221', '100012089', '100012089', '100011679', '100012018', '100012089', '100000632']
1035282	['100009882', '100008518', '100011525', '100011525', '100011525', '100008518', '100011525', '100011525']
5007892	['100011294', '100020666']
5001437	['100071759', '100003350', '100067969', '100006728', '100060150', '100007720', '100003075', '100017543', '100013630', '100001933', '100067867', '100003382', '100008270', '100007070', '100006783', '100004576', '100068380', '100008270', '100003546', '100002780', '100023406', '100003261', '100067915', '100021136', '100008283', '100020301', '100068120', '100019203', '100004728', '100019203', '100007383', '100007070', '100008221', '100004728', '100008221', '100008221', '100008221', '100008221', '100002780', '100003382', '100007070', '100003382', '100007070', '100015303', '100005048', '100004640', '100006816', '100023406', '100008272', '100005929', '100008221', '100004728', '100008221', '100006728', '100017600', '100001924', '100007070', '100004728', '100007070']
5001433	['100008265', '100008861', '100004514', '100068872', '100069050', '100012252', '100010420', '100006794', '100007806', '100008265', '100068952', '100010420', '100017979', '100003947', '100014178', '100067778', '100068857', '100006794', '100003947', '100007806', '100003947', '100012252', '100003947', '100008265', '100069050', '100012252', '100018202', '100006794', '100012252', '100006794', '100010420', '100010420', '100008375', '100012252', '100068872', '100068872', '100010420', '100010420', '100006794', '100004514', '100006794']
13052	['100007303', '100006980', '100000983', '100004937', '100003848', '100007303', '100007303', '100008522', '100004557', '100003848']
5007774	['100062209', '100008221']
1022000	['100008518', '100008518', '100008518', '100009763', '100008518', '100010791', '100009763', '100009763', '100009763']
7007389	['100007944', '100005409']
62088	['100007828', '100001902', '100006221', '100004586', '100006221']
62087	['100004810', '100005457', '100004810', '100001071', '100001071', '100006586', '100001610']
62086	['100006891', '100003546', '100006081', '100003382', '100005745', '100003382', '100006081', '100006081', '100005632', '100004957', '100002693', '100005632', '100006586', '100006081', '100006081', '100006081', '100007828', '100006081', '100007828', '100005457', '100006221', '100005225']
7007387	['100008570', '100062394', '100026435']
7007384	['100007944', '100005409', '100021198']
2001068	['100012219', '100007007']
3001246	['100008518', '100030294', '100024834', '100024834', '100008518', '100062547', '100024834', '100061141']
20252	['100001252', '100005795', '100005795', '100001252', '100005795', '100008647', '100001252', '100006189', '100000461', '100005795', '100001252', '100001252', '100008647', '100000461', '100005795']
20250	['100005781', '100007303', '100005998']
2001062	['100016443', '100030740', '100008661', '100027010', '100015454', '100015454', '100008240', '100030740', '100012219', '100015454', '100012219', '100000461', '100016435']
20255	['100001252', '100002775', '100003658', '100008060', '100005594', '100005594']
40967	['100007694', '100003289', '100003289', '100007694', '100007694', '100003289', '100007694', '100005415']
6018651	['100001710', '100041492', '100068298', '100001710', '100001710', '100030537']
2009271	['100012205', '100012561', '100012561']
2009274	['100012205', '100026273']
29763	['100001711', '100004367', '100002908', '100008283', '100001711']
44428	['100005396', '100005361', '100005190', '100005361', '100005190', '100005416', '100005190', '100005396', '100008221', '100005416', '100005361', '100005190']
1172	['100008243', '100002772', '100000729']
1170	['100005361', '100006887']
23507	['100008231', '100004208', '100001498', '100001498']
23506	['100000782', '100000782', '100006164', '100001280', '100008028', '100000782']
27619	['100003197', '100008306', '100003197', '100003197', '100003197', '100008306', '100003197']
8003771	['100094397']
27617	['100005430', '100006827', '100007436', '100008227', '100000461', '100007436', '100007436', '100007436']
27614	['100007435', '100007435', '100002776']
2009183	['100019886', '100000373', '100025879', '100012205', '100024181', '100019878', '100012670', '100027926', '100025176', '100019878', '100025176', '100012259', '100017768', '100027926', '100031674']
7008002	['100005140']
59039	['100007370', '100002324', '100007370']
8005143	['100016314', '100093033', '100093033', '100093033', '100013552', '100013552']
7008006	['100081537', '100005361']
6014129	['100010356', '100002432', '100002432', '100005156', '100012028', '100010356', '100019875', '100002432']
6016415	['100077278', '100007575', '100007575']
6016410	['100005657', '100079283']
6016413	['100021391', '100030878', '100014031', '100030878', '100021391', '100014031']
1015318	['100007503', '100007503', '100010791']
6016419	['100073858', '100003382', '100073858', '100077278']
7007963	['100000594', '100009229', '100006280', '100012252', '100007867', '100012252', '100006707', '100009229', '100007867', '100007867', '100000594', '100000594', '100007867']
620	['100000266', '100001280', '100008612', '100000359']
8549	['100003848', '100004246']
12835	['100008522', '100008522', '100005632', '100003274', '100001907', '100006115', '100008522', '100004268', '100003274', '100001252', '100004397', '100008522', '100008522', '100008522', '100008522', '100008522', '100008522', '100006115', '100004594']
626	['100000398', '100008243', '100002014', '100008243', '100008243', '100002014', '100002014', '100002014', '100002014']
66506	['100006725', '100004161', '100006894', '100008230', '100005929', '100000048', '100008268', '100004161', '100008221', '100008268', '100004811', '100008306', '100004161', '100004161', '100008268', '100004161', '100004161', '100004161', '100001202', '100005415', '100008283', '100006221', '100004161', '100008221', '100006894', '100004161', '100004161', '100001202', '100008253', '100000979', '100004161']
50418	['100008221', '100007357', '100001914', '100006552', '100008221', '100007083', '100005480', '100008221', '100005480']
50413	['100008508', '100007023', '100003670', '100005225', '100005225', '100005225', '100004456', '100003670', '100005599', '100004456', '100006552', '100008306', '100008306', '100006552', '100006997', '100006997', '100004456', '100008194', '100008508', '100005225', '100004456', '100004456', '100005225', '100005225', '100005225', '100004456', '100004456', '100004456', '100005225']
50410	['100006883', '100006883', '100008221', '100004456', '100002517', '100008353', '100003357', '100006552', '100006883', '100006883', '100006883', '100004456', '100004456', '100006883', '100006552', '100004456', '100006883']
66508	['100004728', '100005664', '100005664', '100005664', '100004118']
66509	['100008356', '100007147', '100000242', '100006221', '100008356', '100000242', '100006221', '100008356', '100008356']
7001460	['100008268', '100006572', '100008268', '100006572', '100006572', '100008268', '100008268', '100006572', '100012252', '100006572', '100006572', '100007720', '100008268', '100006572', '100008268', '100006572', '100008268', '100006572', '100008268', '100006572', '100060936']
6022584	['100005156', '100012200', '100007381', '100007381', '100049891', '100012200']
55621	['100001071', '100001724', '100005803']
52813	['100008221', '100005415', '100004599']
52814	['100006385', '100004810', '100007782', '100002687', '100005415', '100004810', '100007782', '100007381', '100008353', '100005415', '100002687', '100002619', '100007782']
2015496	['100027540', '100028690', '100020845', '100028690', '100020845', '100027540']
12002906	['100001468', '100001468', '100001468', '100005444', '100005444']
22670	['100004589', '100003943', '100006121', '100006277', '100004589', '100001252']
60902	['100004568', '100008268', '100000461', '100004568', '100007825', '100008268', '100006204', '100004568', '100004568', '100000251', '100004568', '100004568', '100008268', '100004568', '100004568', '100008268', '100004568', '100008268', '100004568', '100004568', '100002780']
2000004	['100012188', '100008309', '100012211', '100008340', '100008340', '100012191', '100012193', '100012201', '100012202', '100012187', '100012211', '100012185', '100012187', '100012188', '100012211', '100007828', '100012211']
60900	['100008254', '100006851', '100006532', '100006204', '100008230', '100001071', '100001071', '100000461', '100006851']
2000001	['100014015', '100017870', '100015175', '100013772', '100008241', '100014008', '100012465', '100012219', '100000812', '100027512', '100007828', '100000694', '100009345', '100008240', '100013627', '100003349', '100025713', '100000461', '100023538', '100014694', '100019732', '100000373', '100012219', '100009345', '100012219', '100008507', '100012219', '100012219', '100012174', '100027416', '100008507']
2000002	['100008401', '100012219', '100012192', '100024655', '100012187', '100012771', '100020917', '100005175', '100008345', '100012187', '100012552', '100014641', '100005896', '100008340', '100008340', '100013015', '100007147', '100024146', '100031674']
26567	['100006495', '100004634', '100004634']
5003108	['100000485', '100018453', '100003947', '100016967', '100015315', '100001316', '100008375', '100006073', '100018453', '100015315', '100006073', '100006073', '100003947', '100006073', '100006073', '100006073', '100006073']
1025851	['100008518', '100007518', '100011123', '100011123', '100011123', '100008353']
2008630	['100009450', '100024212', '100012219', '100024212', '100020845', '100024649', '100024649', '100020845', '100018847']
2008631	['100000373', '100023034', '100026104', '100000461', '100026104']
6022255	['100008267', '100014031', '100008267', '100008267', '100031065', '100008267']
12003059	['100004871']
1033857	['100008864', '100001264', '100008864', '100010106']
1027985	['100001712', '100010791', '100009970']
12003055	['100018920', '100041023', '100041023']
2008639	['100022624', '100026104', '100022624', '100026104', '100022885']
1027980	['100009751', '100009751', '100027424', '100027424', '100027424', '100009751', '100010938']
1033852	['100010452', '100006470', '100011046', '100000455', '100011046', '100001264', '100010356', '100010446', '100011962', '100009024', '100005577', '100006539', '100010446', '100010805', '100009091', '100011046', '100011046', '100003947', '100011046', '100010351', '100010805', '100010805', '100011046', '100008613']
1027982	['100006470']
12003050	['100004871']
12000880	['100016366']
6024159	['100006873', '100053372', '100000436', '100019587', '100018267', '100009571', '100000285', '100012200', '100021801', '100012200', '100014339', '100001316', '100012200']
2005748	['100023406', '100023406', '100025879', '100025879', '100023406', '100025879', '100023406', '100025879']
2005745	['100012670', '100012670', '100012670', '100012670', '100019878', '100021992', '100025879', '100019878']
12000888	['100019875', '100072702', '100001924', '100001924']
6024157	['100017999', '100019099']
6024150	['100030537', '100014031']
2005743	['100025879', '100025879', '100020845']
8299	['100008283', '100002313', '100003388', '100006804', '100006720', '100004070']
1014049	['100001085', '100001085', '100010797']
7008916	['100025197', '100021302']
7008917	['100018920', '100021302']
399	['100004729', '100000757', '100000391', '100000309', '100000271', '100008240', '100000299', '100008422', '100001103', '100000457', '100000332', '100000310', '100000385', '100000635', '100008230', '100000749', '100007586', '100000749', '100004574', '100000457', '100001028', '100007764', '100001018', '100001927', '100000593', '100001927', '100001052', '100002124', '100001103', '100005361', '100004729', '100001103', '100001103', '100001927', '100001103', '100001927', '100001103', '100001103', '100001103', '100000360', '100000375', '100000723', '100005361', '100001052', '100005361', '100001103']
398	['100000401', '100002326', '100000231', '100000178', '100007586', '100000528', '100008270', '100001157', '100003003', '100008243', '100000420', '100008571']
7008912	['100022716', '100019294']
7008910	['100027024', '100035521']
7008911	['100035521']
7005528	['100000542', '100001468', '100005249', '100062209']
32227	['100004793', '100004544', '100006577', '100005032', '100004551', '100003280', '100000154', '100007001', '100004621', '100002313', '100005941', '100001829', '100005361', '100003200', '100005249', '100003924', '100003289', '100003261', '100003091', '100008269', '100005351', '100004218', '100002619', '100005406', '100006031', '100003264', '100008353', '100002032', '100004586', '100004038', '100007079', '100003463', '100008280', '100002031', '100008110', '100006398', '100005979', '100000343', '100004660', '100003181', '100003544', '100005395', '100003280', '100006712', '100001086', '100007384', '100001260', '100000878', '100006362', '100006893', '100007262', '100007795', '100007795', '100004576', '100006725', '100003930', '100004161', '100000943', '100007336', '100002315', '100000149', '100008221', '100006377', '100003075', '100001246', '100003282']
32220	['100000457', '100006082', '100007962', '100003943', '100005361', '100001173', '100002609', '100008283', '100005897', '100000285', '100002783', '100007347', '100006545', '100008265', '100003943', '100001173', '100003360', '100008283', '100000457', '100000457', '100005396', '100007347', '100008240', '100000714', '100008240', '100008240', '100008283', '100000714', '100007518', '100008283', '100003943']
10004353	['100103708', '100028383', '100103708']
10004352	['100023538', '100108974', '100028251', '100023538', '100023538']
7005525	['100061817', '100008288', '100067659', '100015324', '100012879', '100027591', '100000878', '100012879', '100012879', '100004882']
12000772	['100016366', '100001468', '100095853', '100000533', '100095853', '100016366', '100095853', '100095853']
3744	['100002001', '100001806', '100008254']
3741	['100001999', '100008254', '100001905', '100001999', '100000257']
1014592	['100012004', '100006539', '100012004', '100010630', '100000062']
57662	['100008548', '100005415', '100006554', '100008318', '100006952', '100006952', '100003569', '100003065', '100006554', '100003065', '100003569', '100006952']
57665	['100001071', '100001071', '100002517']
57664	['100001360', '100001071']
1020519	['100001382', '100001382', '100010351', '100009629', '100010056']
2012143	['100015469', '100015469', '100028007']
2012140	['100027002', '100025040']
5004455	['100000994', '100031791', '100041290', '100017927']
12002785	['100016366', '100090161', '100009942', '100001468']
5004459	['100067989', '100069975', '100005998', '100021841', '100012098', '100007518', '100061201']
52100	['100006997', '100005225', '100000364', '100005415', '100003065', '100006997', '100005225', '100005225', '100000461']
6030827	['100032735', '100027024', '100027024', '100032735']
2013438	['100030263', '100030254', '100022969']
2001848	['100001397', '100059327', '100014147']
2001849	['100013431', '100008518', '100013431']
2004836	['100021992', '100012210']
60017	['100001618', '100004097', '100005415', '100005165', '100002031', '100005361', '100005175', '100003455', '100005361', '100004118']
2001842	['100004797', '100003466', '100003466', '100004797', '100012219', '100008253', '100014002', '100016483', '100003466']
8000171	['100005745', '100011355', '100093584', '100089681', '100024742', '100008277', '100063457', '100010624', '100004467', '100008578', '100005672', '100016349', '100003947', '100093729', '100001396', '100001396', '100093546', '100059902', '100008318', '100017809', '100006725', '100062035', '100008885', '100092944', '100092788', '100006180', '100013058', '100019676', '100067915', '100010823', '100010823']
8000170	['100063457', '100003197', '100007336', '100063457']
2017530	['100036932', '100050132']
21930	['100001295', '100000160']
21932	['100000957', '100002809', '100001295', '100008318', '100008254', '100002809']
2006094	['100023187', '100023034']
2006095	['100023034', '100019053']
2006090	['100023319', '100017961', '100023034']
9003543	['100037001', '100037001', '100097309', '100097290', '100037001']
2002571	['100006262', '100012183', '100018181', '100012183', '100018181']
2002570	['100014002', '100012183']
2002575	['100005175', '100014002', '100012670', '100012670']
2002579	['100014002', '100014826', '100014826', '100014826', '100014826']
1013068	['100010473', '100010129']
1013069	['100004659', '100010019', '100004659']
1016248	['100001295', '100008875', '100011367', '100008094', '100006937', '100006937', '100011367', '100001295', '100001295', '100011367', '100006937']
1013067	['100011301', '100010314']
3000874	['100020080', '100012100', '100012100', '100008518', '100005409', '100005409', '100005409', '100012100', '100020080', '100005409', '100008518', '100005409', '100005409']
3000876	['100061906', '100009675', '100061141', '100008518']
3000871	['100008518', '100061985', '100061985']
3000870	['100061985', '100006690', '100008518', '100008518']
1009017	['100010732', '100005361', '100011581', '100002199']
3000879	['100061141', '100009675']
15709	['100004161', '100004081']
1017762	['100010791', '100008353', '100009210', '100008518', '100009210']
2017395	['100031119', '100042322', '100031119', '100031119', '100042322']
2010167	['100025625', '100024926', '100026165', '100025625']
2010166	['100023616', '100020057', '100020635', '100020635', '100022898']
6009325	['100014261', '100017674', '100014261', '100003569', '100073934', '100014261', '100017674', '100014261', '100003569', '100014261', '100017568']
37304	['100006728', '100006728', '100000815', '100005110', '100001361', '100001361', '100005110', '100000815', '100003835', '100000815']
37301	['100006979', '100001831', '100004948', '100007057', '100001831', '100007057', '100007057']
24149	['100005379', '100005632', '100001071', '100001252', '100005379', '100005379', '100005632']
1023726	['100010343', '100027424', '100010919', '100011691', '100010343', '100011744', '100010343', '100010919']
2014846	['100022094', '100022094']
11003004	['100022094', '100103101', '100022094', '100022094', '100011294']
2014842	['100031647', '100021638', '100030478', '100021638']
11002356	['100027804', '100016349', '100027804']
10003081	['100045976', '100023538', '100000812', '100062958', '100102295', '100031894', '100033246', '100008230', '100022806', '100033323', '100037670', '100008230', '100033246', '100023538', '100023538', '100033246', '100062958', '100061433', '100031894', '100011172', '100011172']
59954	['100005806', '100005806', '100001071', '100000361', '100005433']
2007874	['100012620', '100012670', '100022153', '100018607', '100012620', '100012620', '100022300', '100015491', '100019956', '100019956', '100018325', '100018325', '100019633', '100017194', '100017194', '100020613', '100021518', '100021518', '100016174', '100019886', '100019886', '100019355', '100024649', '100012670', '100019878', '100019878', '100018847', '100025583', '100025583', '100018607', '100007501', '100019886', '100024649', '100001536', '100025583', '100018847', '100013296', '100025583']
8000825	['100008277', '100002713', '100006999', '100008277']
5012841	['100004414', '100027013', '100027013', '100027013', '100004903', '100004903', '100027013', '100004903', '100004903', '100004903']
12001022	['100008281', '100118359', '100033186']
33751	['100001924', '100000694']
34608	['100004866', '100005918', '100000979', '100004866', '100000461', '100000461']
12002595	['100016314', '100001468', '100001468', '100004871']
6026149	['100006807', '100005156', '100015591', '100005156', '100006807', '100006807']
10000576	['100006690', '100088782', '100028400', '100006279', '100097706', '100045976', '100013293', '100005398', '100031224', '100019776', '100015118', '100023532', '100016052', '100062996', '100023695', '100009629', '100012271', '100060547', '100000616', '100103604', '100015241', '100001316', '100005724', '100003091', '100031736', '100088782', '100000603', '100041473', '100015241']
5013460	['100006073', '100006073', '100006073', '100010494', '100067627', '100006073', '100010494', '100010494', '100006073']
5013462	['100002116', '100010494', '100007352', '100069454', '100061433', '100061433', '100002116', '100061433']
6023395	['100002368', '100021567', '100028236', '100012072', '100002368', '100006134']
67370	['100004327', '100006140', '100004327']
6004374	['100015716', '100003198', '100019875', '100015716']
30335	['100002712', '100002609']
30331	['100005803', '100002708', '100004948', '100002032', '100002032', '100002032']
6010889	['100005513', '100078119', '100078119', '100020396', '100018507']
12002047	['100005737']
12002046	['100090161', '100116603', '100072424', '100020052', '100090161', '100008288', '100001468', '100072716', '100006536', '100090161', '100001468', '100090161', '100090161', '100006536', '100090161', '100012879', '100090161', '100008288', '100016314', '100090161', '100116603', '100090161', '100090161', '100008288', '100116603', '100090161', '100072424', '100090161', '100001468', '100090161', '100001468', '100072424', '100001468', '100001468', '100016366', '100016366', '100090161', '100090161', '100090161', '100090161', '100031056', '100090161', '100016366', '100090161', '100118836', '100090161', '100016366', '100006536']
1017504	['100010177', '100008801']
1011331	['100003292', '100004678', '100004678', '100004678', '100009876', '100010343', '100009492', '100008931', '100011846', '100010343', '100011846', '100009492', '100010343', '100009492', '100011846', '100009492', '100009492', '100008931', '100010650', '100009492', '100006204', '100009492', '100009492', '100010343', '100009492', '100003292', '100009492', '100009492', '100010791', '100009492', '100009492', '100003292', '100009492', '100009492', '100003292', '100009492', '100003292', '100002617', '100004678', '100004678', '100011846', '100011846', '100000707', '100010791', '100004678', '100009876', '100004678', '100009492']
1012753	['100004123', '100009550', '100000129']
30221	['100001809', '100004948', '100001809']
11003911	['100008880', '100026947', '100016349', '100026947', '100011294']
7560	['100003261', '100008523', '100008086', '100005385', '100003199', '100003001', '100000725', '100005396']
2015825	['100021638', '100027987', '100042178', '100021638']
2015823	['100031119', '100031119', '100016862', '100016862']
6007773	['100026581', '100019875', '100026581', '100026581']
35210	['100002609', '100006339', '100002794', '100006612', '100002511', '100002511', '100001280', '100005437', '100005437']
5012339	['100067778', '100004414', '100000707', '100000707', '100027013', '100000707']
5012338	['100008230', '100006753', '100000592', '100067778', '100007774', '100027013', '100011588', '100067778', '100062958', '100003091', '100017867', '100027013', '100064428', '100008230', '100068598', '100002758', '100004903', '100002320', '100002320', '100000592', '100000592', '100000592', '100062958', '100067778', '100061494']
6025498	['100070021', '100071759']
6025493	['100019088', '100023417', '100080616', '100019088', '100071701', '100023417', '100023417', '100019088', '100019088']
6025492	['100077826', '100007147', '100070021', '100013942', '100010048', '100077826', '100005156']
39502	['100001365', '100008283', '100008283', '100008306', '100000544', '100000544', '100008283', '100005415', '100008283', '100001365', '100001365', '100000544']
23269	['100006376', '100002318', '100002318', '100006376']
9005349	['100074382', '100040252', '100023898', '100025468', '100031652']
6022117	['100000246', '100000246', '100000246', '100000452', '100006134', '100006134', '100000246']
6022112	['100010053', '100010053', '100006134']
6025722	['100005156', '100076995', '100010742', '100012825', '100016569', '100017042', '100017042', '100016569', '100016569', '100005156', '100012825', '100001202', '100001202', '100012825', '100076995', '100001202', '100016713', '100001202', '100001202']
1015055	['100000051', '100011027', '100002317', '100009094', '100002317', '100007212']
1016459	['100011619', '100010650']
1015058	['100010166', '100010166']
7001032	['100006436', '100015315', '100007720', '100005632', '100011010', '100007720', '100005632']
7001033	['100005632', '100088782', '100000187', '100005632', '100009229', '100089241', '100089241', '100089241']
10008823	['100027839']
10008825	['100103717', '100044831', '100000603', '100000603', '100044831', '100073272', '100044831', '100073272', '100000603', '100044831', '100044831']
7001037	['100016609', '100007828', '100016609', '100005602', '100004586', '100007720', '100047732', '100008231', '100088782', '100004586']
6773	['100005361', '100001271', '100002307']
1014903	['100009568', '100010630', '100010630']
1014900	['100009098', '100001961', '100027424', '100007518', '100002317', '100009165', '100007850', '100007850', '100000882', '100011300', '100007850', '100007850', '100007850', '100000093', '100010650', '100011300', '100010650', '100009098', '100009836', '100009836', '100000443', '100009165', '100000093', '100011300', '100007850', '100007850']
5014276	['100026198']
5014278	['100020068']
5014279	['100026198', '100011294']
6006426	['100023319', '100005396', '100007147', '100023319', '100005396', '100017194', '100005396']
5000107	['100008221', '100067305', '100067778', '100059706', '100059706']
6002331	['100006180', '100006180', '100011485']
6002334	['100032912', '100068809', '100012684', '100077060', '100012684', '100077060', '100005396', '100032912']
5008370	['100010329', '100067778', '100051100']
5008372	['100003997', '100000443', '100018453', '100020173', '100006204', '100027591', '100008880', '100000443', '100007347']
5008375	['100016713', '100018453', '100012990', '100012990', '100010329', '100018453', '100016713', '100012990', '100012990', '100012990']
5008377	['100018453', '100007347', '100067778', '100061433', '100000724']
2010954	['100021668', '100022300', '100018900', '100021668', '100012765', '100021668', '100021539', '100022300', '100021668', '100021539', '100012765']
2010950	['100022153', '100022153', '100000461']
